x1	x2	x3	x4	x5	x6
3	3	0	0	0	1
1	4	21	4	0	5
0	1	22	4	3	6
2	0	22	4	3	6
2	6	16	3	2	1
0	6	23	4	3	1
2	4	13	2	0	0
2	2	10	2	5	0
3	4	25	5	4	3
2	1	24	4	2	4
0	0	30	6	1	1
3	0	6	1	0	0
3	6	13	2	2	2
0	3	4	0	3	3
1	7	34	6	4	0
3	3	42	8	0	5
0	6	28	5	3	1
2	5	41	8	0	6
3	7	44	8	3	1
3	6	15	3	2	4
2	5	5	1	1	2
1	4	2	0	5	5
0	4	41	8	3	6
0	3	37	7	2	5
1	7	11	2	4	5
3	5	36	7	5	5
3	1	8	1	0	4
2	6	5	1	5	5
3	4	5	1	1	2
3	3	21	4	3	6
2	7	27	5	3	2
1	1	12	2	3	4
1	5	4	0	1	5
1	7	37	7	0	6
3	2	14	2	5	5
0	3	42	8	5	2
0	5	16	3	1	2
3	4	32	6	2	0
3	2	38	7	1	0
3	1	14	2	5	0
1	2	37	7	2	1
3	1	36	7	4	6
1	4	15	3	3	3
3	1	40	8	0	6
1	2	41	8	4	6
0	1	17	3	3	0
0	1	4	0	2	3
3	1	0	0	1	2
3	1	21	4	2	2
0	6	10	2	1	1
3	5	23	4	5	1
0	3	8	1	2	0
2	4	32	6	5	4
3	1	39	7	0	6
2	6	5	1	0	6
2	4	27	5	2	4
3	4	31	6	5	4
3	5	21	4	5	2
2	7	6	1	4	1
2	7	14	2	5	4
3	7	36	7	2	4
2	2	41	8	5	3
1	7	12	2	2	5
3	4	13	2	0	2
1	0	44	8	0	6
0	5	16	3	5	2
2	6	1	0	4	2
2	6	13	2	5	5
0	2	37	7	5	0
2	1	17	3	1	0
2	6	16	3	1	3
2	5	24	4	5	2
0	4	18	3	5	3
1	0	36	7	5	5
0	2	8	1	4	5
1	0	9	1	2	3
3	7	43	8	3	5
1	7	12	2	0	0
2	5	31	6	0	5
0	5	29	5	0	0
3	5	21	4	0	5
3	0	39	7	4	5
1	4	16	3	1	4
3	2	0	0	5	4
3	2	15	3	5	3
0	4	8	1	4	5
1	6	10	2	5	2
2	7	42	8	2	6
0	3	5	1	0	3
1	1	10	2	5	4
0	3	36	7	4	5
2	6	17	3	3	5
1	0	44	8	1	1
0	1	31	6	4	4
2	7	33	6	5	4
3	1	10	2	0	2
1	1	17	3	1	1
1	0	35	7	3	0
0	3	6	1	2	1
1	1	40	8	0	6
2	5	37	7	5	2
1	0	24	4	5	6
3	2	26	5	4	1
3	7	42	8	2	3
0	2	24	4	1	1
0	1	2	0	2	0
0	3	22	4	1	4
0	1	40	8	2	1
2	7	32	6	2	6
2	7	6	1	1	0
1	0	35	7	4	5
3	3	13	2	3	0
1	3	2	0	4	2
3	5	25	5	4	6
2	0	20	4	4	5
2	7	16	3	2	6
0	3	4	0	3	6
0	3	22	4	3	5
2	7	28	5	1	5
0	7	9	1	4	5
3	3	22	4	4	6
1	5	35	7	0	2
0	3	14	2	4	4
2	5	7	1	1	1
1	3	20	4	2	4
1	4	38	7	0	6
1	3	44	8	4	6
1	6	22	4	0	0
2	0	13	2	0	3
0	5	9	1	5	6
0	6	16	3	2	6
0	7	12	2	5	0
3	0	2	0	0	4
3	5	24	4	2	5
1	3	28	5	0	6
2	6	16	3	2	4
1	4	39	7	5	6
2	2	1	0	2	5
3	3	4	0	4	3
0	1	15	3	0	3
1	1	23	4	4	0
0	6	0	0	2	0
1	3	19	3	2	2
0	3	30	6	5	1
2	4	6	1	2	5
0	2	0	0	1	6
0	3	38	7	2	4
0	1	0	0	2	1
3	5	27	5	4	4
0	0	37	7	2	2
2	3	7	1	0	1
1	2	17	3	0	3
1	1	36	7	3	5
1	6	2	0	5	1
3	4	27	5	1	0
3	7	2	0	0	2
0	0	34	6	5	6
1	1	42	8	1	0
1	5	8	1	3	6
2	3	29	5	4	6
3	2	8	1	5	0
2	7	28	5	4	0
1	3	43	8	3	1
1	3	31	6	3	0
3	3	30	6	5	6
0	1	26	5	5	3
1	4	8	1	4	1
2	7	31	6	4	5
1	3	39	7	3	5
0	2	23	4	1	0
1	1	31	6	2	5
3	4	2	0	3	4
3	3	25	5	4	5
1	7	31	6	2	2
0	0	23	4	0	5
1	3	3	0	2	6
0	2	26	5	2	3
1	5	37	7	0	0
2	3	37	7	5	0
1	3	17	3	5	0
0	0	26	5	0	1
2	7	22	4	1	2
1	7	0	0	2	3
0	5	26	5	5	2
2	5	44	8	2	2
3	5	15	3	1	4
0	1	39	7	0	6
0	3	17	3	0	0
2	0	33	6	0	5
3	5	12	2	3	5
3	2	33	6	4	5
2	1	37	7	3	3
3	1	9	1	0	0
3	0	10	2	3	0
0	6	43	8	3	2
1	3	4	0	3	1
1	0	36	7	1	0
1	7	31	6	0	6
3	6	21	4	5	4
1	0	39	7	5	0
2	1	43	8	3	3
1	3	25	5	2	0
0	2	43	8	5	5
3	4	23	4	2	5
3	1	36	7	4	2
1	7	3	0	1	3
3	6	28	5	2	1
3	1	4	0	0	0
2	2	32	6	5	5
3	5	26	5	0	4
3	2	36	7	4	4
3	1	5	1	0	0
2	2	21	4	3	4
1	7	1	0	3	1
2	5	10	2	5	4
3	2	27	5	0	4
3	7	44	8	4	2
3	6	44	8	4	4
1	5	30	6	0	4
0	5	37	7	4	6
2	6	6	1	3	5
0	3	4	0	4	1
3	4	10	2	2	3
2	3	39	7	0	1
1	2	22	4	0	5
2	0	44	8	2	4
3	2	6	1	3	2
1	2	38	7	3	2
3	2	42	8	2	5
1	6	42	8	0	4
1	5	29	5	2	6
2	0	26	5	1	4
1	6	17	3	2	1
3	6	8	1	4	5
0	7	12	2	2	6
1	1	41	8	5	0
2	5	14	2	1	1
2	7	16	3	3	4
1	1	37	7	4	5
3	1	12	2	5	5
0	7	20	4	2	2
2	4	9	1	0	1
1	0	42	8	0	5
3	5	22	4	0	1
0	7	20	4	4	6
3	0	39	7	2	1
3	2	15	3	0	6
3	5	18	3	4	5
1	0	11	2	0	5
3	1	29	5	0	1
2	2	11	2	0	2
3	1	33	6	4	3
3	2	16	3	2	2
1	3	1	0	3	6
0	0	30	6	5	6
2	7	41	8	4	0
2	7	9	1	5	1
0	3	42	8	2	5
3	6	0	0	4	6
3	6	40	8	1	4
0	0	14	2	0	6
0	2	38	7	5	6
3	3	17	3	2	2
3	7	33	6	1	5
1	1	31	6	0	4
3	5	21	4	1	5
0	2	37	7	5	3
2	1	5	1	0	0
0	3	27	5	2	6
0	2	38	7	4	2
3	5	8	1	4	4
2	7	11	2	2	4
3	3	21	4	5	0
1	1	28	5	5	3
3	0	1	0	1	1
0	3	32	6	3	6
2	2	37	7	5	3
1	1	37	7	5	3
1	0	25	5	1	0
3	7	32	6	2	0
0	2	40	8	3	3
0	7	42	8	3	3
2	2	12	2	4	3
1	2	33	6	4	3
2	4	38	7	1	5
2	4	29	5	0	2
3	6	19	3	0	5
1	5	37	7	5	4
3	6	4	0	4	6
0	4	13	2	2	2
2	3	24	4	4	0
1	6	33	6	0	3
2	2	34	6	2	4
2	0	37	7	2	5
3	4	33	6	4	1
0	3	3	0	0	5
3	5	29	5	5	5
1	7	39	7	2	6
2	1	34	6	5	0
3	0	21	4	4	3
3	5	41	8	2	2
1	3	22	4	1	2
2	4	24	4	5	2
2	4	11	2	0	5
3	0	7	1	0	5
2	1	5	1	4	1
2	5	39	7	3	6
0	2	25	5	1	1
1	5	29	5	5	4
0	5	1	0	1	1
0	2	25	5	3	5
0	1	41	8	0	6
2	3	5	1	0	5
1	1	21	4	3	0
0	3	22	4	3	4
3	0	23	4	0	1
2	7	11	2	5	3
0	7	10	2	2	4
2	4	11	2	2	2
1	4	24	4	2	1
1	1	44	8	4	6
2	0	21	4	3	2
0	6	17	3	0	6
3	7	31	6	4	5
1	1	34	6	1	6
2	2	11	2	1	6
1	0	43	8	0	1
1	6	15	3	2	5
3	2	1	0	1	5
2	4	17	3	0	0
3	6	13	2	4	4
3	0	31	6	1	6
2	0	6	1	1	0
3	7	36	7	3	5
2	5	14	2	1	5
0	3	35	7	1	0
0	1	4	0	1	6
0	7	17	3	5	3
1	6	28	5	4	5
1	6	25	5	4	1
1	1	39	7	0	2
2	2	0	0	0	6
1	1	21	4	5	0
2	6	27	5	2	2
3	3	28	5	0	5
2	4	32	6	3	6
0	2	33	6	4	4
1	2	32	6	5	0
0	4	10	2	2	5
2	2	36	7	0	3
1	1	7	1	4	5
1	1	4	0	1	0
3	6	26	5	0	0
1	3	41	8	3	4
0	0	17	3	5	5
1	2	20	4	1	2
1	3	14	2	5	0
2	1	35	7	2	4
2	0	38	7	3	3
1	2	5	1	1	6
2	2	33	6	1	2
1	7	17	3	1	5
1	2	39	7	2	3
0	3	5	1	3	1
0	2	0	0	3	3
1	7	27	5	5	0
3	5	22	4	0	6
3	6	26	5	2	4
0	4	30	6	5	6
2	7	11	2	0	4
0	0	36	7	5	6
0	0	27	5	1	2
2	4	4	0	1	6
2	6	7	1	0	4
3	3	23	4	4	1
2	5	5	1	0	2
2	0	2	0	0	6
0	7	33	6	3	6
0	2	24	4	5	5
0	6	0	0	2	3
1	7	25	5	1	2
1	2	44	8	3	0
0	2	40	8	3	6
2	2	26	5	4	3
1	7	26	5	5	5
3	6	40	8	3	2
2	6	11	2	5	2
0	3	24	4	3	1
2	3	9	1	3	1
2	4	13	2	1	2
1	7	30	6	1	5
1	5	13	2	3	5
1	7	33	6	0	6
2	3	23	4	1	4
2	3	30	6	4	1
3	2	4	0	4	5
0	1	43	8	1	4
2	6	39	7	2	1
2	2	31	6	5	5
0	2	21	4	3	3
3	4	5	1	0	6
0	4	28	5	2	5
0	3	31	6	4	6
0	6	36	7	0	2
3	0	35	7	5	0
3	1	30	6	5	6
3	2	9	1	0	6
0	6	32	6	4	0
0	5	28	5	4	3
1	0	33	6	0	5
1	5	0	0	0	0
3	6	39	7	4	6
3	7	27	5	4	2
1	1	30	6	1	1
0	6	26	5	2	6
3	3	6	1	1	3
1	2	20	4	1	6
3	4	20	4	1	2
1	4	23	4	2	0
3	4	31	6	4	1
0	6	2	0	2	2
3	3	15	3	2	6
1	7	28	5	0	0
0	2	21	4	5	4
1	2	0	0	0	1
1	3	2	0	2	2
3	4	15	3	4	6
2	0	10	2	5	6
2	6	25	5	5	4
2	4	28	5	4	4
1	0	24	4	4	2
0	0	13	2	5	4
1	4	42	8	2	2
1	4	6	1	3	4
0	3	9	1	5	6
1	2	26	5	5	2
2	1	38	7	2	1
3	4	29	5	4	6
1	7	36	7	0	2
3	5	0	0	0	5
1	7	35	7	0	5
3	0	7	1	5	6
3	4	15	3	0	4
1	3	40	8	0	1
1	6	28	5	5	6
2	2	18	3	4	2
0	5	28	5	4	4
3	6	2	0	2	1
3	4	3	0	5	2
0	6	6	1	4	6
2	7	40	8	1	5
3	7	39	7	1	6
0	2	24	4	3	2
2	0	20	4	2	5
2	2	31	6	3	0
3	4	17	3	3	6
2	2	14	2	1	3
2	7	19	3	0	1
3	5	3	0	1	3
1	2	27	5	0	4
2	6	4	0	0	4
3	0	42	8	4	5
3	6	23	4	1	3
1	6	4	0	3	3
2	7	28	5	2	0
1	5	42	8	1	6
0	2	8	1	0	5
1	4	33	6	1	3
2	4	2	0	1	2
0	4	8	1	4	0
1	1	41	8	1	3
1	7	21	4	5	6
0	4	30	6	1	4
2	0	41	8	3	6
1	6	44	8	4	6
1	5	27	5	3	2
2	5	23	4	2	6
1	6	29	5	5	1
3	6	6	1	4	1
2	6	24	4	4	4
1	3	5	1	3	0
2	1	3	0	1	6
1	3	29	5	4	4
0	5	30	6	3	3
1	2	24	4	5	1
1	6	7	1	5	3
1	6	4	0	2	6
3	1	4	0	2	6
3	3	40	8	5	4
0	4	26	5	4	0
1	2	19	3	1	1
1	2	32	6	5	2
2	0	44	8	2	2
2	2	31	6	2	5
2	7	43	8	1	2
2	5	36	7	4	3
3	0	8	1	3	0
1	7	9	1	1	6
0	2	33	6	5	1
2	1	12	2	0	3
0	2	0	0	5	4
1	1	9	1	1	5
0	2	2	0	4	2
0	7	19	3	2	2
1	1	6	1	3	6
3	1	24	4	0	2
2	6	14	2	3	3
0	3	26	5	1	0
2	0	29	5	0	2
3	0	14	2	2	0
3	7	18	3	2	5
2	2	1	0	3	6
1	7	8	1	4	6
3	7	36	7	0	0
1	2	41	8	1	0
3	4	8	1	3	3
2	1	24	4	4	2
3	6	20	4	5	3
0	4	5	1	1	3
1	1	7	1	2	6
2	7	18	3	5	6
1	0	2	0	5	2
1	0	30	6	1	2
1	6	39	7	4	5
0	7	36	7	3	4
3	1	12	2	3	5
3	4	38	7	4	4
0	2	11	2	2	3
2	7	1	0	1	5
1	6	23	4	2	0
0	1	37	7	2	6
3	0	44	8	2	5
3	6	28	5	4	6
2	7	20	4	3	3
0	5	32	6	1	3
1	7	39	7	3	1
0	7	31	6	0	2
2	3	31	6	0	6
0	6	26	5	3	4
1	3	30	6	5	1
2	3	40	8	1	0
0	4	42	8	2	1
3	7	11	2	3	5
0	6	5	1	2	2
0	3	39	7	2	5
2	7	1	0	1	0
3	1	39	7	2	3
1	2	18	3	4	5
3	5	22	4	2	3
3	1	15	3	1	4
1	4	28	5	0	0
0	3	28	5	5	3
1	3	23	4	5	0
2	1	16	3	4	1
1	7	13	2	3	5
0	4	1	0	2	4
0	0	13	2	4	0
2	3	27	5	5	2
3	1	8	1	0	0
0	0	17	3	0	1
0	6	21	4	3	5
1	1	38	7	0	6
2	6	11	2	4	6
0	2	26	5	3	5
3	3	36	7	4	6
3	5	9	1	3	4
0	7	3	0	4	3
1	6	19	3	2	4
2	5	0	0	1	1
2	0	39	7	1	3
0	7	39	7	2	1
1	0	9	1	2	2
3	1	21	4	5	0
0	7	0	0	2	2
3	3	27	5	2	1
0	5	33	6	4	2
2	7	37	7	3	6
1	4	44	8	0	1
1	1	6	1	5	6
1	6	4	0	1	0
3	5	10	2	2	0
2	0	7	1	0	1
1	0	41	8	5	5
1	2	12	2	0	0
1	4	30	6	1	1
2	0	15	3	4	4
2	3	43	8	0	4
3	0	32	6	4	3
0	2	21	4	4	1
3	2	30	6	1	3
2	7	40	8	2	1
3	1	4	0	4	0
1	0	35	7	0	0
2	7	22	4	4	5
3	3	10	2	1	1
2	2	13	2	1	4
0	1	13	2	1	1
0	0	31	6	4	0
1	7	31	6	4	6
3	1	35	7	5	5
0	3	33	6	2	2
3	4	12	2	0	2
3	5	24	4	1	6
0	5	18	3	2	6
1	7	29	5	4	2
0	1	2	0	0	1
3	6	16	3	4	3
0	3	40	8	3	4
1	5	29	5	0	3
0	2	37	7	4	4
3	0	20	4	5	2
0	5	23	4	0	0
1	4	37	7	5	6
0	2	33	6	3	3
0	6	17	3	2	0
3	1	19	3	3	1
2	2	13	2	0	5
0	0	10	2	1	3
1	4	23	4	4	2
0	7	30	6	4	0
3	2	17	3	4	0
0	6	17	3	1	2
2	3	12	2	3	3
2	1	28	5	2	6
0	1	0	0	2	5
2	7	13	2	0	6
3	6	3	0	0	0
2	5	19	3	1	2
2	4	19	3	2	0
3	5	13	2	5	4
2	7	25	5	5	2
0	0	14	2	2	1
0	0	8	1	3	3
1	5	32	6	4	1
2	2	34	6	2	2
1	7	32	6	5	0
2	0	24	4	0	5
2	2	13	2	4	2
1	2	42	8	5	5
2	6	26	5	5	5
3	0	11	2	3	2
0	6	39	7	4	2
2	3	23	4	4	5
1	2	15	3	0	2
0	6	40	8	4	5
3	7	32	6	1	3
2	5	24	4	5	0
1	6	37	7	2	2
1	3	2	0	4	3
2	5	6	1	2	5
3	1	43	8	4	5
3	4	0	0	3	5
2	2	14	2	0	0
0	7	8	1	3	1
2	5	23	4	4	1
2	7	16	3	3	6
1	0	17	3	5	3
2	5	41	8	1	1
0	1	27	5	5	3
1	7	16	3	1	6
3	0	31	6	0	0
3	2	35	7	0	3
0	0	24	4	3	6
0	5	16	3	0	6
0	7	9	1	4	4
0	3	2	0	4	0
3	6	26	5	3	3
2	2	36	7	3	0
0	7	40	8	2	3
0	3	34	6	2	3
0	5	25	5	3	0
2	2	15	3	5	6
1	7	1	0	4	6
2	0	43	8	3	5
0	3	34	6	1	3
3	1	33	6	0	4
0	6	13	2	4	4
0	7	34	6	5	0
0	1	40	8	4	6
1	3	39	7	2	5
3	4	43	8	4	6
0	3	1	0	0	3
3	4	14	2	2	0
0	0	7	1	3	1
3	6	11	2	3	3
1	2	18	3	1	5
0	0	27	5	0	2
1	4	22	4	3	0
0	5	11	2	4	3
1	7	39	7	0	4
2	3	32	6	5	3
2	3	21	4	3	1
0	6	23	4	3	3
0	3	41	8	1	6
0	6	11	2	1	6
1	0	15	3	1	0
3	5	32	6	5	0
1	1	4	0	0	2
3	4	9	1	5	6
1	3	20	4	1	1
1	7	15	3	2	2
3	7	15	3	4	3
3	6	19	3	0	4
2	2	33	6	5	5
3	6	31	6	0	4
2	7	4	0	3	3
3	4	34	6	5	1
3	4	23	4	1	6
2	5	2	0	1	3
3	3	40	8	5	6
0	7	2	0	5	2
2	2	37	7	4	2
0	0	39	7	0	5
1	3	42	8	3	0
1	3	31	6	5	2
2	7	27	5	0	6
3	6	20	4	5	5
3	7	15	3	2	2
2	5	23	4	3	3
3	7	15	3	0	5
3	4	19	3	5	0
3	4	43	8	0	2
3	4	17	3	5	3
1	7	34	6	0	3
2	0	24	4	4	1
0	7	8	1	0	3
3	0	40	8	5	5
2	5	40	8	3	4
0	6	33	6	4	2
0	6	3	0	3	6
3	2	29	5	2	6
1	7	31	6	4	0
1	6	19	3	1	2
1	5	44	8	2	0
3	6	10	2	5	5
3	5	40	8	1	0
3	5	1	0	5	6
1	3	2	0	5	0
1	6	40	8	5	1
1	6	35	7	2	1
2	7	22	4	3	3
1	6	16	3	3	4
3	6	42	8	1	2
0	4	43	8	0	6
2	4	12	2	4	3
0	4	12	2	3	6
2	1	8	1	4	3
1	0	19	3	2	5
0	5	35	7	4	1
2	2	3	0	5	0
0	2	6	1	4	0
3	4	24	4	1	3
2	5	32	6	5	0
0	3	39	7	1	3
0	7	41	8	3	5
0	2	8	1	5	0
0	1	29	5	2	0
0	3	7	1	5	1
1	1	16	3	4	6
2	7	10	2	2	0
3	5	3	0	3	2
2	7	14	2	3	2
3	6	25	5	2	4
0	2	5	1	4	4
3	0	35	7	1	4
2	5	41	8	4	4
2	0	22	4	4	3
3	3	0	0	0	3
3	2	6	1	1	3
3	4	35	7	2	3
0	4	20	4	1	3
0	6	25	5	4	0
1	6	33	6	3	2
0	4	2	0	4	1
3	2	23	4	4	5
1	4	40	8	4	4
2	0	42	8	0	6
1	1	3	0	2	0
3	1	25	5	0	2
1	0	29	5	3	3
3	4	1	0	3	5
3	2	16	3	4	3
3	2	4	0	5	0
1	4	32	6	4	0
0	0	10	2	2	4
3	1	31	6	2	3
1	7	1	0	1	5
1	1	26	5	1	0
1	5	43	8	4	2
3	1	32	6	5	6
0	0	33	6	5	5
2	4	25	5	2	1
3	7	30	6	5	0
1	5	2	0	1	3
1	1	0	0	1	2
0	3	18	3	4	6
3	7	18	3	3	3
3	0	32	6	3	5
1	1	24	4	1	4
1	3	19	3	2	0
1	3	37	7	5	1
1	1	9	1	2	6
0	1	16	3	2	2
3	4	6	1	1	3
0	7	24	4	2	6
2	3	37	7	0	2
2	0	30	6	5	6
0	2	6	1	5	3
1	1	42	8	5	3
0	5	21	4	1	2
3	5	15	3	0	4
0	7	7	1	1	2
2	5	12	2	1	1
2	3	12	2	0	0
1	5	0	0	2	2
3	6	5	1	0	4
0	1	18	3	2	2
0	0	22	4	4	2
0	6	19	3	3	1
1	6	38	7	0	1
2	4	37	7	1	0
1	7	33	6	0	0
0	2	34	6	2	2
3	1	9	1	3	5
1	4	15	3	4	1
3	2	11	2	4	5
2	7	27	5	2	5
0	3	24	4	3	4
2	2	7	1	3	5
2	7	13	2	1	2
1	2	19	3	3	1
2	2	35	7	0	1
1	3	6	1	3	3
0	5	4	0	5	6
3	5	5	1	2	4
0	0	18	3	3	1
3	4	43	8	4	0
0	3	15	3	1	1
3	4	5	1	5	6
2	4	15	3	3	5
0	0	34	6	2	1
0	7	29	5	3	6
0	7	30	6	1	2
0	2	19	3	4	0
1	6	2	0	4	0
0	0	9	1	0	5
0	7	17	3	2	6
0	2	31	6	2	5
3	4	43	8	5	1
0	3	27	5	1	2
2	0	1	0	0	6
1	5	44	8	5	3
1	5	36	7	5	0
0	5	8	1	0	6
1	3	0	0	1	6
2	6	14	2	1	3
0	1	30	6	2	1
3	6	25	5	5	6
3	2	32	6	2	0
0	2	36	7	3	4
3	6	18	3	5	2
3	4	41	8	1	4
3	2	26	5	2	5
2	4	33	6	3	6
0	6	13	2	0	3
3	6	41	8	1	6
1	4	12	2	4	1
0	3	16	3	5	1
2	0	23	4	5	2
1	7	35	7	4	4
2	2	0	0	1	3
2	6	36	7	3	1
0	4	13	2	5	4
0	7	5	1	2	3
0	2	35	7	5	0
3	4	27	5	3	4
0	6	20	4	3	5
1	0	3	0	5	4
2	5	32	6	4	0
2	6	40	8	4	5
3	5	40	8	3	5
3	3	15	3	0	4
1	4	30	6	4	4
0	2	33	6	3	1
3	6	29	5	2	5
3	0	41	8	3	0
1	0	41	8	2	3
2	1	37	7	0	5
2	3	7	1	1	2
3	5	36	7	0	5
0	1	43	8	0	2
3	6	27	5	1	2
1	7	25	5	4	1
1	0	7	1	4	4
0	0	24	4	3	0
3	4	11	2	1	1
2	3	16	3	0	6
2	0	30	6	1	1
1	2	25	5	5	4
1	7	41	8	4	5
3	7	43	8	0	6
0	1	38	7	0	0
1	2	21	4	5	1
1	4	5	1	2	4
0	5	13	2	5	3
1	2	11	2	5	5
1	6	11	2	5	2
1	4	0	0	4	0
0	4	24	4	1	1
3	6	11	2	2	0
2	7	14	2	3	0
0	3	0	0	3	5
3	7	22	4	3	5
1	2	26	5	5	3
0	1	11	2	5	0
2	4	13	2	5	2
1	5	24	4	4	5
2	7	37	7	5	3
0	2	35	7	3	0
1	6	26	5	2	1
3	1	4	0	2	3
2	4	4	0	5	6
3	1	24	4	1	1
1	6	0	0	4	2
2	4	10	2	1	5
0	1	14	2	3	2
1	6	20	4	0	6
1	7	21	4	3	3
1	1	37	7	2	4
3	0	24	4	1	2
1	6	36	7	1	1
1	5	26	5	1	0
3	2	34	6	1	1
0	7	5	1	4	1
2	5	40	8	0	3
3	3	8	1	5	0
3	0	9	1	3	3
1	2	3	0	4	3
3	0	22	4	3	0
2	0	22	4	5	6
1	6	30	6	3	4
1	4	7	1	3	6
1	6	10	2	0	2
2	6	29	5	5	6
3	6	33	6	5	4
0	4	6	1	5	4
0	7	39	7	2	2
1	6	29	5	3	0
1	4	18	3	5	2
0	7	22	4	4	1
1	1	5	1	3	3
1	0	19	3	4	3
0	1	38	7	0	6
2	5	43	8	3	4
2	2	39	7	4	0
1	1	5	1	2	5
2	3	32	6	1	5
0	0	14	2	3	3
1	0	23	4	4	3
3	6	24	4	2	0
3	2	6	1	2	3
1	5	2	0	1	5
1	5	36	7	2	6
0	3	44	8	4	2
0	1	41	8	2	3
3	6	7	1	3	3
0	3	15	3	0	4
3	6	35	7	5	0
0	1	23	4	0	3
3	4	39	7	0	6
1	2	44	8	4	6
0	0	15	3	3	6
2	1	27	5	4	3
3	0	31	6	0	1
3	3	42	8	4	3
1	0	30	6	5	0
0	2	18	3	2	3
3	6	11	2	2	5
3	4	5	1	2	2
1	4	43	8	3	6
2	2	24	4	0	6
0	4	34	6	3	5
2	4	23	4	0	2
0	2	7	1	3	5
1	6	11	2	4	2
0	0	3	0	1	3
2	6	30	6	5	3
0	3	35	7	5	5
3	5	39	7	3	4
2	4	20	4	4	2
2	6	22	4	4	3
2	3	27	5	0	5
3	2	23	4	2	1
2	5	19	3	5	4
0	5	37	7	2	5
1	5	18	3	0	2
1	3	16	3	3	6
0	7	27	5	5	4
3	1	1	0	4	4
1	2	32	6	0	1
3	3	6	1	0	1
3	3	40	8	0	3
0	1	29	5	3	4
1	3	41	8	1	3
3	5	36	7	1	6
3	2	2	0	2	4
1	7	9	1	3	5
2	3	11	2	1	5
3	2	22	4	2	3
1	5	5	1	3	1
3	5	39	7	4	6
3	4	6	1	0	0
2	0	36	7	4	1
2	7	5	1	2	5
0	0	18	3	0	4
0	6	10	2	2	0
0	1	21	4	0	3
0	1	11	2	4	1
1	3	9	1	5	1
2	6	43	8	5	1
1	5	18	3	4	0
1	0	35	7	5	1
0	4	35	7	4	6
0	3	1	0	0	0
2	7	8	1	2	0
0	4	15	3	5	6
3	2	28	5	1	4
3	7	24	4	2	6
2	4	6	1	2	0
3	4	40	8	3	6
3	0	36	7	2	4
0	6	2	0	4	3
2	2	0	0	1	0
3	6	17	3	3	2
0	0	3	0	0	1
2	1	35	7	2	1
1	5	26	5	4	5
1	6	41	8	2	4
2	1	8	1	0	2
3	1	42	8	2	3
1	0	33	6	3	4
2	6	39	7	3	2
1	6	8	1	0	2
0	6	0	0	3	0
1	0	15	3	1	1
1	4	3	0	4	0
1	3	34	6	1	4
1	5	44	8	5	6
1	5	28	5	0	1
0	7	27	5	2	5
2	4	26	5	4	4
3	4	2	0	3	5
0	6	13	2	3	3
3	7	42	8	4	2
0	3	22	4	4	2
3	4	36	7	4	0
3	2	39	7	1	0
3	2	33	6	4	4
1	2	11	2	1	5
1	2	33	6	0	5
3	6	17	3	1	4
1	7	0	0	1	6
3	4	17	3	0	6
3	7	28	5	5	0
0	1	6	1	1	3
1	5	1	0	0	4
2	0	30	6	3	1
1	6	36	7	4	0
0	1	37	7	0	3
2	7	41	8	3	4
3	7	42	8	4	3
2	5	11	2	5	5
2	6	4	0	4	0
0	5	23	4	5	0
0	6	43	8	0	6
2	7	10	2	0	2
2	1	26	5	1	6
3	3	44	8	0	4
3	1	39	7	2	6
1	4	39	7	1	5
0	6	14	2	5	1
0	3	33	6	2	0
2	5	30	6	4	2
2	4	43	8	1	4
2	6	41	8	2	4
1	4	24	4	3	5
1	4	11	2	0	0
1	3	0	0	5	6
2	0	25	5	5	2
0	0	16	3	0	6
0	7	33	6	1	6
3	7	31	6	0	5
2	2	42	8	0	1
1	2	8	1	1	2
1	0	5	1	1	6
0	4	37	7	4	4
3	3	4	0	1	1
2	3	27	5	3	4
1	5	44	8	3	4
2	2	17	3	0	2
0	6	30	6	2	5
3	5	32	6	0	6
1	4	34	6	2	2
2	2	12	2	3	0
0	5	42	8	5	3
1	2	15	3	3	0
2	2	33	6	4	1
1	0	7	1	3	3
1	1	27	5	0	1
0	7	16	3	1	4
2	1	34	6	2	4
2	1	27	5	3	4
3	7	23	4	2	0
3	6	16	3	3	2
1	3	17	3	0	4
2	4	25	5	5	2
2	3	32	6	3	3
3	2	40	8	3	0
3	0	28	5	2	5
2	0	17	3	4	1
0	3	28	5	0	3
2	6	34	6	2	2
3	6	11	2	1	1
1	6	35	7	2	2
3	4	32	6	3	1
1	6	22	4	4	3
0	6	42	8	4	6
0	6	27	5	3	3
1	4	6	1	2	2
3	0	37	7	5	2
1	5	34	6	1	2
0	7	10	2	5	1
3	4	12	2	4	2
0	3	37	7	5	3
0	5	34	6	2	5
0	1	2	0	1	4
3	3	35	7	5	0
3	3	13	2	2	1
2	2	37	7	0	6
0	4	44	8	1	1
1	7	6	1	3	3
1	3	14	2	2	1
3	5	27	5	3	1
2	2	42	8	4	3
3	1	31	6	1	1
1	0	18	3	2	0
3	3	23	4	1	4
2	4	38	7	5	1
0	0	2	0	5	4
0	3	40	8	0	3
3	7	19	3	5	6
2	0	39	7	4	3
1	5	33	6	2	0
0	6	41	8	2	1
0	2	35	7	2	3
0	0	23	4	0	3
0	3	19	3	5	2
2	2	39	7	5	1
0	5	10	2	3	4
0	2	6	1	5	1
2	2	20	4	1	1
1	5	25	5	2	4
2	6	41	8	3	4
3	2	23	4	5	2
2	0	30	6	1	3
